day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,14.15,0.0568,0.0238,0.119
1,2022-01-02,14.22,0.0402,0.0455,0.0902
2,2022-01-03,14.74,0.0729,0.0151,0.0374
3,2022-01-04,15.15,0.001,0.0144,0.0689
4,2022-01-05,16.18,0.0161,0.0366,0.0532
5,2022-01-06,15.33,0.0712,0.0008,0.0416
6,2022-01-07,14.37,0.0736,0.0339,0.0457
7,2022-01-08,15.85,0.0057,0.088,0.1204
8,2022-01-09,14.93,0.0956,0.0829,0.1287
9,2022-01-10,15.16,0.031,0.0841,0.0836
10,2022-01-11,15.59,0.0033,0.0877,0.0885
11,2022-01-12,15.23,0.0072,0.0116,0.0715
12,2022-01-13,15.55,0.0238,0.0668,0.0959
13,2022-01-14,15.31,0.0991,0.0221,0.1193
14,2022-01-15,16.53,0.0793,0.0071,0.1275
15,2022-01-16,16.64,0.0524,0.0481,0.1153
16,2022-01-17,16.25,0.035,0.0736,0.0731
17,2022-01-18,16.22,0.0638,0.0751,0.1003
18,2022-01-19,15.77,0.0198,0.0604,0.0864
19,2022-01-20,15.5,0.001,0.0255,0.0832
20,2022-01-21,16.75,0.0922,0.0581,0.0776
21,2022-01-22,16.18,0.0078,0.0124,0.0823
22,2022-01-23,15.56,0.0512,0.0272,0.0818
23,2022-01-24,15.59,0.0649,0.0741,0.1119
24,2022-01-25,15.37,0.0226,0.0443,0.0834
25,2022-01-26,15.83,0.0425,0.0992,0.1292
26,2022-01-27,15.78,0.0458,0.0188,0.0899
27,2022-01-28,17.08,0.0074,0.0094,0.0232
28,2022-01-29,16.11,0.0417,0.0573,0.1206
29,2022-01-30,15.77,0.0351,0.0245,0.0912
30,2022-01-31,16.01,0.0873,0.0337,0.1123
31,2022-02-01,16.48,0.0945,0.0687,0.107
32,2022-02-02,16.0,0.0961,0.0382,0.0942
33,2022-02-03,15.89,0.0043,0.0365,0.1147
34,2022-02-04,16.94,0.0572,0.0004,0.0305
35,2022-02-05,17.38,0.0145,0.0325,0.1175
36,2022-02-06,16.96,0.0389,0.0165,0.0447
37,2022-02-07,17.21,0.0932,0.0153,0.0763
38,2022-02-08,17.73,0.0747,0.0556,0.0535
39,2022-02-09,16.88,0.0794,0.0122,0.0424
40,2022-02-10,15.85,0.0728,0.0497,0.0641
41,2022-02-11,17.34,0.0733,0.0553,0.1435
42,2022-02-12,16.05,0.0039,0.0413,0.0428
43,2022-02-13,17.06,0.0644,0.0847,0.1552
44,2022-02-14,17.7,0.0079,0.0212,0.0331
45,2022-02-15,17.83,0.0462,0.0835,0.0655
46,2022-02-16,16.32,0.0962,0.0885,0.1327
47,2022-02-17,17.48,0.0008,0.0528,0.0987
48,2022-02-18,16.41,0.0791,0.0226,0.1162
49,2022-02-19,16.99,0.0801,0.0897,0.1192
50,2022-02-20,16.5,0.0269,0.0381,0.0421
51,2022-02-21,16.61,0.0687,0.0659,0.0724
52,2022-02-22,17.64,0.0998,0.0902,0.1712
53,2022-02-23,18.35,0.0704,0.0547,0.1214
54,2022-02-24,17.8,0.0111,0.0635,0.0604
55,2022-02-25,17.87,0.0518,0.0086,0.1236
56,2022-02-26,16.81,0.0393,0.0974,0.1315
57,2022-02-27,17.81,0.0628,0.0635,0.1292
58,2022-02-28,17.89,0.0616,0.0463,0.0926
59,2022-03-01,17.8,0.0561,0.0766,0.0977
60,2022-03-02,17.45,0.0189,0.0708,0.1075
61,2022-03-03,17.52,0.0191,0.0817,0.0821
62,2022-03-04,18.71,0.0985,0.0838,0.1402
63,2022-03-05,17.86,0.0356,0.0845,0.0579
64,2022-03-06,18.78,0.0143,0.085,0.1165
65,2022-03-07,17.26,0.0888,0.0255,0.0676
66,2022-03-08,17.17,0.0852,0.0078,0.0628
67,2022-03-09,17.28,0.0582,0.0005,0.1137
68,2022-03-10,18.19,0.0562,0.0551,0.1119
69,2022-03-11,18.41,0.0367,0.0368,0.1095
70,2022-03-12,17.7,0.0653,0.0888,0.115
71,2022-03-13,19.08,0.0831,0.0496,0.1152
72,2022-03-14,18.4,0.0803,0.079,0.0684
73,2022-03-15,18.72,0.0729,0.0956,0.1013
74,2022-03-16,19.17,0.0987,0.0898,0.1005
75,2022-03-17,18.23,0.0298,0.0488,0.0598
76,2022-03-18,18.31,0.0561,0.0857,0.0922
77,2022-03-19,19.14,0.0548,0.0139,0.1163
78,2022-03-20,18.97,0.0799,0.0455,0.117
79,2022-03-21,17.79,0.0596,0.0118,0.0462
80,2022-03-22,17.76,0.0488,0.0604,0.1338
81,2022-03-23,19.54,0.0327,0.0175,0.1137
82,2022-03-24,19.21,0.0099,0.0088,0.0225
83,2022-03-25,19.76,0.0055,0.0037,0.0795
84,2022-03-26,18.03,0.0232,0.0525,0.0457
85,2022-03-27,18.82,0.0707,0.0251,0.1191
86,2022-03-28,19.27,0.0521,0.0034,0.0426
87,2022-03-29,19.03,0.042,0.0991,0.0859
88,2022-03-30,18.21,0.0423,0.0396,0.0494
89,2022-03-31,18.32,0.0984,0.0006,0.0497
90,2022-04-01,18.22,0.0907,0.0602,0.1003
91,2022-04-02,18.37,0.0011,0.0348,0.0518
92,2022-04-03,19.91,0.0435,0.0906,0.1081
93,2022-04-04,19.52,0.0264,0.0165,0.0393
94,2022-04-05,19.66,0.0447,0.0558,0.106
95,2022-04-06,18.81,0.0526,0.0003,0.1128
96,2022-04-07,19.64,0.039,0.0134,0.0833
97,2022-04-08,19.53,0.0005,0.0259,0.0789
98,2022-04-09,20.37,0.0947,0.0549,0.1503
99,2022-04-10,20.42,0.0049,0.0546,0.0717
100,2022-04-11,20.33,0.0073,0.0679,0.1154
101,2022-04-12,19.42,0.0331,0.0626,0.0402
102,2022-04-13,19.35,0.0894,0.0472,0.1092
103,2022-04-14,20.13,0.037,0.096,0.1469
104,2022-04-15,18.84,0.0169,0.0645,0.0382
105,2022-04-16,19.97,0.0639,0.0352,0.0859
106,2022-04-17,19.87,0.0877,0.0096,0.0738
107,2022-04-18,19.18,0.0499,0.088,0.1539
108,2022-04-19,20.88,0.0806,0.0522,0.0595
109,2022-04-20,20.35,0.0206,0.0765,0.0905
110,2022-04-21,19.2,0.0558,0.0667,0.112
111,2022-04-22,20.15,0.0419,0.0184,0.0277
112,2022-04-23,20.04,0.0288,0.0101,0.0556
113,2022-04-24,20.81,0.0429,0.0021,0.094
114,2022-04-25,20.06,0.045,0.0781,0.0654
115,2022-04-26,19.55,0.078,0.0005,0.0724
116,2022-04-27,20.96,0.0353,0.0965,0.073
117,2022-04-28,20.57,0.0141,0.0969,0.1169
118,2022-04-29,20.07,0.0732,0.0563,0.0688
119,2022-04-30,20.83,0.0722,0.0084,0.1218
120,2022-05-01,21.24,0.0087,0.0213,0.0497
121,2022-05-02,21.02,0.0862,0.0389,0.0708
122,2022-05-03,20.4,0.0493,0.0249,0.0378
123,2022-05-04,20.32,0.0933,0.0867,0.0836
124,2022-05-05,21.5,0.0469,0.0526,0.0645
125,2022-05-06,20.6,0.079,0.0749,0.1432
126,2022-05-07,21.78,0.0208,0.019,0.1142
127,2022-05-08,19.96,0.031,0.0922,0.0543
128,2022-05-09,20.07,0.0037,0.0807,0.1281
129,2022-05-10,20.52,0.017,0.0409,0.1219
130,2022-05-11,20.22,0.0555,0.0362,0.0544
131,2022-05-12,21.33,0.0418,0.0871,0.094
132,2022-05-13,21.62,0.0879,0.0435,0.1308
133,2022-05-14,21.63,0.0123,0.0894,0.0859
134,2022-05-15,21.61,0.0052,0.036,0.0462
135,2022-05-16,20.31,0.0397,0.0385,0.062
136,2022-05-17,20.38,0.0462,0.0131,0.0861
137,2022-05-18,21.64,0.0687,0.0148,0.081
138,2022-05-19,20.41,0.0078,0.0176,0.0325
139,2022-05-20,21.21,0.0381,0.0539,0.0688
140,2022-05-21,20.51,0.0965,0.0201,0.1231
141,2022-05-22,21.18,0.0537,0.03,0.1235
142,2022-05-23,22.04,0.0099,0.0578,0.1269
143,2022-05-24,20.71,0.0682,0.0501,0.1385
144,2022-05-25,21.77,0.084,0.0864,0.1441
145,2022-05-26,20.97,0.0321,0.0972,0.1097
146,2022-05-27,22.19,0.0412,0.023,0.0769
147,2022-05-28,22.19,0.0546,0.0807,0.1335
148,2022-05-29,21.37,0.0557,0.0941,0.0742
149,2022-05-30,21.99,0.0579,0.0253,0.0531
150,2022-05-31,22.69,0.0117,0.0783,0.0773
151,2022-06-01,21.08,0.0778,0.0115,0.1165
152,2022-06-02,21.58,0.0079,0.0947,0.1377
153,2022-06-03,23.04,0.0884,0.0245,0.0914
154,2022-06-04,21.95,0.018,0.0414,0.0965
155,2022-06-05,22.53,0.0532,0.0299,0.1106
156,2022-06-06,21.83,0.0586,0.0088,0.0326
157,2022-06-07,21.46,0.0437,0.0196,0.0622
158,2022-06-08,22.51,0.0031,0.0474,0.075
159,2022-06-09,22.91,0.0822,0.0427,0.072
160,2022-06-10,23.12,0.0339,0.0022,0.0797
161,2022-06-11,22.89,0.0424,0.0599,0.0557
162,2022-06-12,22.76,0.0118,0.0994,0.107
163,2022-06-13,23.35,0.0451,0.0545,0.0563
164,2022-06-14,21.78,0.0518,0.0365,0.0685
165,2022-06-15,22.94,0.0751,0.0248,0.0523
166,2022-06-16,22.3,0.076,0.0894,0.1093
167,2022-06-17,21.98,0.0815,0.084,0.0715
168,2022-06-18,23.53,0.0922,0.0717,0.0944
169,2022-06-19,23.14,0.0907,0.0659,0.1135
170,2022-06-20,22.17,0.0824,0.0077,0.1339
171,2022-06-21,22.92,0.0833,0.0989,0.0997
172,2022-06-22,22.32,0.0055,0.0091,0.0692
