day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,15.51,0.0664,0.0833,0.1045
1,2022-01-02,14.89,0.096,0.0216,0.0708
2,2022-01-03,14.42,0.0809,0.0596,0.1119
3,2022-01-04,14.6,0.0279,0.0806,0.1389
4,2022-01-05,15.41,0.0786,0.0379,0.107
5,2022-01-06,15.26,0.0747,0.0031,0.0485
6,2022-01-07,15.46,0.0953,0.0531,0.1465
7,2022-01-08,14.34,0.0969,0.0234,0.1461
8,2022-01-09,14.51,0.0839,0.0571,0.0858
9,2022-01-10,15.95,0.0199,0.0824,0.1134
10,2022-01-11,15.95,0.0409,0.0495,0.0536
11,2022-01-12,16.32,0.0203,0.0733,0.0389
12,2022-01-13,14.55,0.0582,0.0349,0.1236
13,2022-01-14,15.26,0.0989,0.0531,0.083
14,2022-01-15,16.51,0.0956,0.0117,0.0506
15,2022-01-16,15.52,0.0359,0.0371,0.0491
16,2022-01-17,16.02,0.0395,0.0184,0.1005
17,2022-01-18,15.79,0.0128,0.072,0.0395
18,2022-01-19,16.26,0.0102,0.099,0.1057
19,2022-01-20,16.6,0.0996,0.0797,0.0913
20,2022-01-21,15.43,0.05,0.0255,0.0326
21,2022-01-22,16.18,0.0024,0.0049,0.0093
22,2022-01-23,15.84,0.0777,0.0477,0.1101
23,2022-01-24,15.64,0.036,0.0175,0.0456
24,2022-01-25,15.78,0.036,0.0096,0.0322
25,2022-01-26,15.48,0.0144,0.0043,0.0482
26,2022-01-27,15.65,0.0485,0.0657,0.0738
27,2022-01-28,15.42,0.0657,0.0897,0.1471
28,2022-01-29,15.9,0.0152,0.0957,0.1143
29,2022-01-30,15.27,0.0336,0.022,0.0846
30,2022-01-31,15.6,0.0575,0.0911,0.1256
31,2022-02-01,17.04,0.0179,0.0644,0.0766
32,2022-02-02,17.02,0.0679,0.0911,0.1086
33,2022-02-03,15.66,0.0113,0.0022,0.1042
34,2022-02-04,17.25,0.0307,0.0658,0.068
35,2022-02-05,15.61,0.0253,0.0694,0.0595
36,2022-02-06,16.95,0.0492,0.081,0.1246
37,2022-02-07,17.11,0.0008,0.0482,0.0704
38,2022-02-08,16.44,0.09,0.0351,0.0941
39,2022-02-09,16.33,0.0871,0.0554,0.1494
40,2022-02-10,17.0,0.0191,0.0086,0.0702
41,2022-02-11,17.7,0.0264,0.0063,0.0516
42,2022-02-12,17.36,0.026,0.0979,0.1133
43,2022-02-13,17.48,0.0216,0.0234,0.1093
44,2022-02-14,17.67,0.0746,0.053,0.0746
45,2022-02-15,17.76,0.0147,0.0749,0.0492
46,2022-02-16,16.17,0.066,0.0313,0.0927
47,2022-02-17,16.36,0.0814,0.0607,0.0733
48,2022-02-18,17.81,0.0981,0.0265,0.118
49,2022-02-19,17.31,0.0176,0.0981,0.1047
50,2022-02-20,17.68,0.0137,0.019,0.0341
51,2022-02-21,16.91,0.0882,0.0568,0.1139
52,2022-02-22,17.07,0.0468,0.0452,0.0474
53,2022-02-23,17.11,0.0827,0.0081,0.1052
54,2022-02-24,18.08,0.0781,0.0345,0.1096
55,2022-02-25,17.77,0.0488,0.0038,0.1131
56,2022-02-26,16.68,0.0504,0.0098,0.0425
57,2022-02-27,16.53,0.0755,0.0574,0.0685
58,2022-02-28,17.68,0.0888,0.0768,0.1559
