day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,15.84,0.0427,0.0827,0.0724
1,2022-01-02,15.56,0.0719,0.0693,0.0827
2,2022-01-03,15.92,0.0895,0.0443,0.1022
3,2022-01-04,15.07,0.0371,0.0528,0.0902
4,2022-01-05,14.35,0.0982,0.0548,0.1071
5,2022-01-06,14.28,0.0887,0.0823,0.1015
6,2022-01-07,15.26,0.0278,0.002,0.0569
7,2022-01-08,16.13,0.0088,0.0314,0.0841
8,2022-01-09,15.66,0.0253,0.041,0.1123
9,2022-01-10,15.55,0.0628,0.0403,0.0659
10,2022-01-11,15.86,0.0297,0.0301,0.0674
11,2022-01-12,15.23,0.0343,0.0462,0.0369
12,2022-01-13,15.14,0.0554,0.0083,0.0792
13,2022-01-14,16.14,0.0851,0.0347,0.0925
14,2022-01-15,16.33,0.0128,0.0187,0.0217
15,2022-01-16,16.48,0.0911,0.0631,0.1332
16,2022-01-17,15.03,0.0526,0.0328,0.0631
17,2022-01-18,15.33,0.0314,0.0012,0.015
18,2022-01-19,15.3,0.093,0.0907,0.0848
19,2022-01-20,15.21,0.0307,0.0478,0.0911
20,2022-01-21,15.32,0.0902,0.0842,0.13
21,2022-01-22,16.04,0.0622,0.0004,0.0735
22,2022-01-23,16.02,0.033,0.0847,0.0898
23,2022-01-24,15.68,0.0938,0.0757,0.0729
24,2022-01-25,16.0,0.0704,0.0605,0.0782
25,2022-01-26,15.14,0.0293,0.06,0.1124
26,2022-01-27,15.22,0.0326,0.0638,0.1239
27,2022-01-28,16.35,0.0919,0.0482,0.1407
28,2022-01-29,15.49,0.0236,0.0696,0.0919
29,2022-01-30,15.21,0.0701,0.0696,0.0612
30,2022-01-31,16.2,0.0995,0.017,0.0867
31,2022-02-01,16.09,0.0995,0.0348,0.0916
32,2022-02-02,15.72,0.0764,0.0621,0.0693
33,2022-02-03,16.33,0.0036,0.0146,0.0397
34,2022-02-04,16.57,0.0582,0.0134,0.1007
35,2022-02-05,15.48,0.0178,0.0895,0.0753
36,2022-02-06,16.6,0.0654,0.0662,0.0679
37,2022-02-07,15.8,0.0363,0.0745,0.1274
38,2022-02-08,16.37,0.045,0.0547,0.0479
39,2022-02-09,15.48,0.0403,0.0384,0.0821
40,2022-02-10,16.73,0.0457,0.0927,0.127
41,2022-02-11,16.72,0.0736,0.0806,0.1458
42,2022-02-12,15.94,0.0189,0.0408,0.0456
43,2022-02-13,15.62,0.0736,0.0105,0.0773
44,2022-02-14,16.08,0.0616,0.0612,0.1152
45,2022-02-15,16.65,0.08,0.0787,0.0821
46,2022-02-16,17.12,0.0166,0.0215,0.1041
47,2022-02-17,16.68,0.0639,0.06,0.0789
48,2022-02-18,16.05,0.052,0.0101,0.0595
49,2022-02-19,17.04,0.0122,0.009,0.069
50,2022-02-20,16.66,0.0396,0.043,0.1074
51,2022-02-21,17.61,0.0524,0.0987,0.1575
52,2022-02-22,16.25,0.0718,0.0067,0.0776
53,2022-02-23,17.03,0.0176,0.0357,0.0224
54,2022-02-24,16.15,0.0056,0.0193,0.0248
55,2022-02-25,16.55,0.0753,0.0306,0.0803
56,2022-02-26,17.4,0.0486,0.0731,0.0495
