day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,14.87,0.092,0.005,0.0683
1,2022-01-02,14.2,0.0077,0.029,0.0711
2,2022-01-03,14.32,0.056,0.0974,0.1331
3,2022-01-04,15.17,0.0192,0.0109,0.0204
4,2022-01-05,15.85,0.0799,0.0066,0.1116
5,2022-01-06,15.65,0.0755,0.0661,0.0809
6,2022-01-07,15.74,0.0707,0.0649,0.1053
7,2022-01-08,15.37,0.053,0.0538,0.0837
8,2022-01-09,15.01,0.004,0.0953,0.0502
9,2022-01-10,15.62,0.0763,0.0398,0.0634
10,2022-01-11,15.18,0.0094,0.0034,0.0141
11,2022-01-12,16.35,0.0451,0.0894,0.1195
12,2022-01-13,15.31,0.0862,0.0887,0.1103
13,2022-01-14,16.0,0.0128,0.0182,0.0129
14,2022-01-15,14.59,0.0681,0.0242,0.1167
15,2022-01-16,15.58,0.038,0.0238,0.029
16,2022-01-17,15.21,0.0156,0.0663,0.0403
17,2022-01-18,15.13,0.018,0.0411,0.093
18,2022-01-19,15.55,0.0332,0.0278,0.1121
19,2022-01-20,15.9,0.0569,0.0502,0.128
20,2022-01-21,15.62,0.0978,0.0344,0.0987
21,2022-01-22,14.88,0.0904,0.074,0.1284
22,2022-01-23,15.79,0.0174,0.0612,0.0656
23,2022-01-24,15.95,0.0445,0.0281,0.0945
24,2022-01-25,16.89,0.0178,0.0205,0.0787
25,2022-01-26,16.73,0.076,0.017,0.0964
26,2022-01-27,16.03,0.0417,0.058,0.1232
27,2022-01-28,16.27,0.0748,0.0276,0.064
28,2022-01-29,15.23,0.0688,0.0322,0.1237
29,2022-01-30,15.25,0.028,0.0299,0.0484
30,2022-01-31,15.94,0.0247,0.0891,0.0751
31,2022-02-01,16.47,0.0417,0.0192,0.0854
32,2022-02-02,17.09,0.0957,0.0517,0.0728
33,2022-02-03,16.99,0.0246,0.0793,0.0682
34,2022-02-04,15.97,0.0385,0.069,0.1125
35,2022-02-05,17.07,0.0196,0.0098,0.088
36,2022-02-06,15.99,0.0087,0.0511,0.0379
37,2022-02-07,16.47,0.0352,0.0333,0.1148
38,2022-02-08,16.68,0.0849,0.0027,0.0416
39,2022-02-09,15.84,0.0151,0.0914,0.1104
40,2022-02-10,16.93,0.0942,0.099,0.1119
41,2022-02-11,17.39,0.0472,0.022,0.053
42,2022-02-12,17.35,0.0411,0.0688,0.1114
43,2022-02-13,16.99,0.0985,0.075,0.1231
44,2022-02-14,16.5,0.069,0.0888,0.136
45,2022-02-15,17.76,0.0519,0.0307,0.1009
46,2022-02-16,16.35,0.0277,0.08,0.0692
47,2022-02-17,16.15,0.0669,0.0826,0.0622
48,2022-02-18,16.4,0.0917,0.0259,0.1304
49,2022-02-19,16.23,0.008,0.02,0.0612
50,2022-02-20,17.48,0.0499,0.0864,0.1323
51,2022-02-21,16.7,0.0669,0.0569,0.1483
52,2022-02-22,17.92,0.0728,0.0208,0.0474
53,2022-02-23,18.12,0.0322,0.0226,0.048
54,2022-02-24,16.24,0.0989,0.0784,0.1284
55,2022-02-25,16.57,0.0816,0.0301,0.0529
56,2022-02-26,18.08,0.038,0.0798,0.1463
57,2022-02-27,16.89,0.0013,0.0164,0.1011
58,2022-02-28,17.27,0.0254,0.0366,0.0484
59,2022-03-01,17.98,0.0721,0.052,0.0617
60,2022-03-02,18.39,0.0269,0.0571,0.1088
61,2022-03-03,18.04,0.0065,0.0714,0.1259
62,2022-03-04,17.21,0.0892,0.073,0.0967
63,2022-03-05,16.9,0.0596,0.0294,0.0447
64,2022-03-06,18.04,0.0483,0.0063,0.0835
65,2022-03-07,18.48,0.0368,0.0943,0.1347
66,2022-03-08,18.13,0.0384,0.0379,0.0935
67,2022-03-09,17.7,0.0482,0.0522,0.08
68,2022-03-10,17.52,0.0007,0.0505,0.1001
69,2022-03-11,16.9,0.0581,0.0341,0.1124
70,2022-03-12,18.22,0.0895,0.0653,0.0873
71,2022-03-13,18.78,0.0348,0.0571,0.1288
72,2022-03-14,16.97,0.0288,0.0669,0.057
73,2022-03-15,18.7,0.0551,0.0244,0.1056
74,2022-03-16,18.75,0.0125,0.0583,0.1211
75,2022-03-17,18.84,0.0776,0.0808,0.1134
76,2022-03-18,18.49,0.0309,0.0203,0.0952
77,2022-03-19,18.33,0.0822,0.0224,0.0588
78,2022-03-20,17.35,0.0647,0.088,0.1578
79,2022-03-21,17.49,0.0061,0.0419,0.1139
80,2022-03-22,18.94,0.0693,0.0058,0.1123
81,2022-03-23,18.83,0.0137,0.0624,0.096
82,2022-03-24,17.88,0.0877,0.0535,0.1421
83,2022-03-25,18.81,0.076,0.0161,0.0545
84,2022-03-26,18.0,0.0491,0.0509,0.0529
85,2022-03-27,17.7,0.0943,0.0757,0.0919
86,2022-03-28,18.62,0.0819,0.0237,0.1274
87,2022-03-29,19.27,0.0833,0.0886,0.0882
88,2022-03-30,17.71,0.0072,0.0517,0.0292
89,2022-03-31,18.92,0.056,0.0858,0.1225
90,2022-04-01,19.15,0.033,0.0022,0.0182
91,2022-04-02,18.98,0.0035,0.0786,0.1251
92,2022-04-03,18.55,0.0543,0.0906,0.0965
93,2022-04-04,18.15,0.0597,0.0605,0.0874
94,2022-04-05,19.32,0.0009,0.088,0.0772
95,2022-04-06,19.65,0.0337,0.0113,0.0426
96,2022-04-07,18.08,0.0285,0.0548,0.0706
97,2022-04-08,19.69,0.0439,0.0868,0.0997
98,2022-04-09,19.4,0.0834,0.0895,0.1226
99,2022-04-10,18.82,0.0317,0.0224,0.0782
100,2022-04-11,18.71,0.0645,0.0045,0.1088
101,2022-04-12,19.42,0.0746,0.0073,0.0997
102,2022-04-13,19.22,0.0957,0.0607,0.1534
103,2022-04-14,18.94,0.011,0.0394,0.0854
104,2022-04-15,19.04,0.0334,0.046,0.1204
105,2022-04-16,19.94,0.0191,0.0035,0.0781
106,2022-04-17,20.22,0.0798,0.0992,0.1415
107,2022-04-18,20.18,0.0896,0.0817,0.1659
108,2022-04-19,20.28,0.015,0.0998,0.109
109,2022-04-20,19.76,0.0982,0.0526,0.1528
110,2022-04-21,20.05,0.0385,0.0169,0.112
111,2022-04-22,19.44,0.0497,0.0021,0.1156
112,2022-04-23,20.09,0.043,0.0499,0.0941
113,2022-04-24,19.96,0.0535,0.0385,0.1062
114,2022-04-25,20.25,0.0912,0.0248,0.1328
115,2022-04-26,19.69,0.0698,0.026,0.1018
116,2022-04-27,19.52,0.0518,0.0515,0.0689
117,2022-04-28,19.46,0.0354,0.0079,0.081
118,2022-04-29,18.87,0.0284,0.0618,0.0924
119,2022-04-30,19.25,0.0148,0.0968,0.0869
120,2022-05-01,20.66,0.0513,0.0761,0.1435
121,2022-05-02,19.49,0.0552,0.0381,0.048
122,2022-05-03,20.89,0.05,0.0693,0.077
123,2022-05-04,20.91,0.039,0.0194,0.0619
124,2022-05-05,19.22,0.0439,0.0172,0.0724
125,2022-05-06,19.95,0.0501,0.0796,0.0566
126,2022-05-07,20.38,0.0866,0.0142,0.0756
127,2022-05-08,20.9,0.0075,0.0119,0.0494
128,2022-05-09,20.75,0.0292,0.0989,0.0971
129,2022-05-10,19.32,0.0206,0.0916,0.1391
130,2022-05-11,20.87,0.0096,0.0498,0.0863
131,2022-05-12,20.53,0.0522,0.0395,0.0386
132,2022-05-13,20.67,0.0897,0.0209,0.065
133,2022-05-14,20.4,0.0436,0.0063,0.1044
134,2022-05-15,21.02,0.0024,0.0518,0.0776
135,2022-05-16,20.98,0.0874,0.0435,0.0905
136,2022-05-17,20.93,0.0467,0.0246,0.0722
137,2022-05-18,21.42,0.0502,0.0518,0.0674
138,2022-05-19,20.36,0.0825,0.0866,0.1503
139,2022-05-20,19.68,0.0141,0.0937,0.1408
140,2022-05-21,19.7,0.0013,0.091,0.121
141,2022-05-22,21.05,0.0892,0.07,0.1573
142,2022-05-23,21.39,0.0938,0.0744,0.1006
143,2022-05-24,20.43,0.0605,0.0436,0.1075
