day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,14.22,0.033,0.0501,0.1293
1,2022-01-02,14.74,0.0959,0.0294,0.1464
2,2022-01-03,15.23,0.0864,0.0674,0.0646
3,2022-01-04,14.21,0.0836,0.0563,0.063
4,2022-01-05,15.37,0.0906,0.0451,0.1351
5,2022-01-06,15.6,0.0058,0.0669,0.0849
6,2022-01-07,16.08,0.0888,0.0547,0.0893
7,2022-01-08,14.61,0.0807,0.0496,0.1438
8,2022-01-09,15.03,0.0371,0.0628,0.1371
9,2022-01-10,14.74,0.0647,0.0047,0.1194
10,2022-01-11,16.01,0.0459,0.0649,0.1001
11,2022-01-12,15.81,0.021,0.0626,0.0875
12,2022-01-13,15.82,0.0405,0.0491,0.0813
13,2022-01-14,15.89,0.0341,0.0555,0.0768
14,2022-01-15,16.15,0.0592,0.0107,0.0925
15,2022-01-16,14.69,0.0509,0.0927,0.1101
16,2022-01-17,14.79,0.0051,0.0185,0.0956
17,2022-01-18,16.32,0.0005,0.0917,0.0424
18,2022-01-19,16.27,0.075,0.0796,0.11
19,2022-01-20,14.79,0.0559,0.0234,0.0865
20,2022-01-21,16.13,0.0241,0.0173,0.053
21,2022-01-22,15.61,0.0038,0.029,0.106
22,2022-01-23,15.64,0.0667,0.0467,0.1067
23,2022-01-24,14.93,0.0471,0.0782,0.1442
24,2022-01-25,16.57,0.0162,0.0519,0.0385
25,2022-01-26,15.87,0.0868,0.0463,0.1247
26,2022-01-27,16.21,0.0858,0.0703,0.1579
27,2022-01-28,16.52,0.0088,0.0054,0.091
28,2022-01-29,16.21,0.0278,0.0314,0.1209
29,2022-01-30,15.18,0.0275,0.0371,0.0897
30,2022-01-31,15.62,0.0861,0.059,0.1329
31,2022-02-01,16.23,0.0109,0.0132,0.089
32,2022-02-02,17.07,0.0787,0.0238,0.0477
33,2022-02-03,16.8,0.0229,0.0171,0.0676
34,2022-02-04,16.24,0.0064,0.0389,0.0877
35,2022-02-05,16.01,0.0333,0.0155,0.0642
36,2022-02-06,15.77,0.07,0.0584,0.1511
37,2022-02-07,16.88,0.0089,0.05,0.0949
38,2022-02-08,16.48,0.0241,0.0409,0.073
39,2022-02-09,15.7,0.0567,0.0608,0.1273
40,2022-02-10,15.72,0.0298,0.0409,0.1228
41,2022-02-11,16.75,0.0882,0.0623,0.1006
42,2022-02-12,16.29,0.0084,0.0583,0.1123
43,2022-02-13,16.2,0.0686,0.0109,0.064
44,2022-02-14,15.85,0.0094,0.0441,0.0291
45,2022-02-15,16.65,0.0538,0.0582,0.0805
46,2022-02-16,16.29,0.0179,0.0417,0.0588
47,2022-02-17,17.47,0.0426,0.0042,0.0492
48,2022-02-18,16.25,0.0519,0.0134,0.1018
49,2022-02-19,16.93,0.0619,0.0342,0.0447
50,2022-02-20,17.2,0.0189,0.1,0.0974
51,2022-02-21,16.41,0.0301,0.0127,0.0688
52,2022-02-22,16.09,0.0473,0.0009,0.1109
53,2022-02-23,16.04,0.0114,0.0909,0.1011
54,2022-02-24,16.84,0.0647,0.0465,0.1441
55,2022-02-25,17.15,0.0166,0.0793,0.1225
56,2022-02-26,16.48,0.0694,0.0678,0.1063
57,2022-02-27,17.96,0.0432,0.0756,0.0604
58,2022-02-28,17.5,0.0787,0.0146,0.0555
59,2022-03-01,18.06,0.0384,0.0353,0.0953
60,2022-03-02,18.12,0.0136,0.0627,0.1002
61,2022-03-03,17.95,0.0442,0.0052,0.0775
62,2022-03-04,17.23,0.0453,0.0977,0.1077
63,2022-03-05,16.88,0.0487,0.0245,0.087
64,2022-03-06,17.57,0.0637,0.0419,0.0537
65,2022-03-07,17.83,0.0425,0.0154,0.0678
66,2022-03-08,18.3,0.0596,0.0036,0.1143
67,2022-03-09,16.93,0.0591,0.0147,0.0398
68,2022-03-10,17.47,0.0123,0.0646,0.0892
69,2022-03-11,17.41,0.017,0.0923,0.0856
70,2022-03-12,16.8,0.0503,0.0581,0.1009
71,2022-03-13,18.5,0.0871,0.0309,0.0634
72,2022-03-14,18.45,0.0312,0.0713,0.0681
73,2022-03-15,17.85,0.0985,0.0832,0.0992
74,2022-03-16,17.37,0.04,0.083,0.0528
75,2022-03-17,17.4,0.0871,0.0219,0.1405
76,2022-03-18,18.51,0.0244,0.0991,0.0742
77,2022-03-19,18.72,0.0501,0.0819,0.0833
78,2022-03-20,18.47,0.0878,0.0325,0.0932
79,2022-03-21,18.78,0.0594,0.0176,0.1157
80,2022-03-22,17.76,0.0007,0.0035,0.0306
81,2022-03-23,18.49,0.0343,0.0077,0.0179
82,2022-03-24,17.35,0.0387,0.0598,0.0746
83,2022-03-25,19.01,0.0223,0.029,0.0845
84,2022-03-26,18.03,0.0686,0.0248,0.0412
85,2022-03-27,17.85,0.0056,0.0598,0.0995
86,2022-03-28,18.89,0.0442,0.0744,0.1253
87,2022-03-29,19.0,0.0585,0.0446,0.1412
88,2022-03-30,18.85,0.0144,0.0269,0.0174
89,2022-03-31,19.19,0.0396,0.0727,0.1069
90,2022-04-01,17.43,0.0784,0.0097,0.0873
91,2022-04-02,19.08,0.09,0.0213,0.1208
92,2022-04-03,18.34,0.0482,0.0631,0.0865
93,2022-04-04,18.96,0.0577,0.0295,0.1019
94,2022-04-05,18.66,0.0837,0.0202,0.1145
95,2022-04-06,18.75,0.0206,0.0693,0.0412
96,2022-04-07,19.09,0.0558,0.0314,0.0532
97,2022-04-08,18.99,0.0724,0.0682,0.0669
98,2022-04-09,18.41,0.0823,0.0501,0.1147
99,2022-04-10,18.33,0.0038,0.0835,0.127
100,2022-04-11,17.8,0.0587,0.0381,0.0486
101,2022-04-12,19.7,0.0383,0.0416,0.0845
102,2022-04-13,19.36,0.078,0.0604,0.1089
103,2022-04-14,19.5,0.0791,0.0291,0.0951
104,2022-04-15,19.15,0.0725,0.0951,0.1464
105,2022-04-16,19.38,0.0585,0.0638,0.1093
106,2022-04-17,19.8,0.0109,0.0693,0.0437
