day,date,Synthetic_Short_Interest_Pct,News_Sentiment_Index,Retail_Hype_Index,Price_Action_Volatility
0,2022-01-01,14.6,0.0784,0.0077,0.091
1,2022-01-02,15.93,0.0152,0.0819,0.0874
2,2022-01-03,15.19,0.0828,0.0365,0.0657
3,2022-01-04,15.37,0.0021,0.0085,0.0361
4,2022-01-05,14.41,0.0501,0.0714,0.1067
5,2022-01-06,15.58,0.0716,0.0422,0.0954
6,2022-01-07,16.17,0.0482,0.0576,0.1208
7,2022-01-08,14.73,0.045,0.0451,0.1344
8,2022-01-09,14.52,0.0803,0.0782,0.1228
9,2022-01-10,15.48,0.0714,0.0054,0.0408
10,2022-01-11,15.72,0.0734,0.0918,0.1249
11,2022-01-12,15.12,0.0187,0.0773,0.0846
12,2022-01-13,15.2,0.035,0.0385,0.0489
13,2022-01-14,15.23,0.0473,0.0715,0.103
14,2022-01-15,16.32,0.0251,0.0716,0.1041
15,2022-01-16,16.3,0.0154,0.0962,0.0965
16,2022-01-17,15.68,0.0152,0.0574,0.1231
17,2022-01-18,16.07,0.0214,0.0424,0.0292
18,2022-01-19,15.45,0.0209,0.0213,0.0442
19,2022-01-20,16.51,0.0096,0.0092,0.0287
20,2022-01-21,15.69,0.0934,0.0813,0.1085
21,2022-01-22,15.31,0.0568,0.0674,0.1025
22,2022-01-23,16.01,0.0304,0.05,0.0672
23,2022-01-24,15.29,0.0441,0.0906,0.0981
24,2022-01-25,16.88,0.0864,0.0267,0.1286
25,2022-01-26,15.43,0.0463,0.0736,0.1011
26,2022-01-27,15.28,0.0148,0.0111,0.0778
27,2022-01-28,15.5,0.0839,0.0337,0.119
28,2022-01-29,16.75,0.0195,0.0623,0.0369
29,2022-01-30,16.27,0.0777,0.0502,0.0672
30,2022-01-31,16.21,0.014,0.0525,0.0356
31,2022-02-01,16.27,0.0228,0.0136,0.1073
32,2022-02-02,16.98,0.0278,0.0578,0.0709
33,2022-02-03,17.17,0.0091,0.0325,0.0487
34,2022-02-04,15.91,0.0789,0.0849,0.0739
35,2022-02-05,17.26,0.0826,0.0269,0.0861
36,2022-02-06,15.86,0.0879,0.0396,0.1243
37,2022-02-07,16.95,0.0175,0.0913,0.088
38,2022-02-08,17.54,0.0899,0.0875,0.129
39,2022-02-09,16.77,0.0151,0.0167,0.0564
40,2022-02-10,16.02,0.0341,0.028,0.0431
41,2022-02-11,16.01,0.0733,0.0291,0.1262
42,2022-02-12,17.01,0.0741,0.0995,0.1208
43,2022-02-13,16.68,0.0492,0.0108,0.0953
44,2022-02-14,16.9,0.0539,0.062,0.1125
45,2022-02-15,17.07,0.0711,0.0804,0.1142
46,2022-02-16,16.76,0.0617,0.0534,0.1386
47,2022-02-17,18.06,0.0225,0.0415,0.077
48,2022-02-18,18.18,0.0784,0.0446,0.0673
49,2022-02-19,16.99,0.0219,0.0734,0.0699
50,2022-02-20,18.26,0.0744,0.0043,0.1089
51,2022-02-21,16.58,0.0886,0.0887,0.1572
52,2022-02-22,17.29,0.019,0.0134,0.0317
53,2022-02-23,17.34,0.0345,0.0621,0.1274
54,2022-02-24,17.4,0.0214,0.0361,0.0278
55,2022-02-25,18.12,0.0515,0.0811,0.1451
56,2022-02-26,17.12,0.0654,0.0009,0.1073
57,2022-02-27,17.38,0.0168,0.0985,0.1309
58,2022-02-28,17.12,0.0312,0.0985,0.1515
59,2022-03-01,17.73,0.0709,0.0038,0.0731
60,2022-03-02,17.94,0.0122,0.0767,0.0367
61,2022-03-03,17.36,0.0976,0.0754,0.0891
62,2022-03-04,18.16,0.0836,0.0645,0.1343
63,2022-03-05,17.94,0.0578,0.0513,0.0594
64,2022-03-06,18.62,0.074,0.0508,0.0868
65,2022-03-07,18.75,0.0323,0.0307,0.059
66,2022-03-08,17.84,0.0254,0.0326,0.0781
67,2022-03-09,19.03,0.011,0.0066,0.0324
68,2022-03-10,18.64,0.0395,0.0384,0.0533
69,2022-03-11,18.61,0.0971,0.0669,0.1327
70,2022-03-12,18.79,0.0532,0.0482,0.0455
71,2022-03-13,19.32,0.0052,0.0585,0.1148
72,2022-03-14,19.21,0.0588,0.0363,0.0658
